task_name,model,method,tuning_tag,rank_within_method,BUS,BUS_Lite,MYTOFU_Mem,MYTOFU_Utility,MYTOFU_Utility_Lite,extraction_strength,exact_memorization,forget_Q_A_PARA_Prob,forget_truth_ratio,forget_Q_A_Prob,forget_Q_A_ROUGE,forget_Q_A_PERT_Prob,retain_Q_A_Prob,retain_Q_A_ROUGE,retain_truth_ratio,retain_Q_A_PARA_Prob,retain_Q_A_PERT_Prob,source_file
mytofu_Llama-3.2-1B-Instruct_RMU_paper_sc5_a1_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,RMU,paper_sc5_a1_g1_lr5em6_e3,7,0.14647808505335988,0.1463032992954208,0.08126957822452668,0.7411841899049656,0.7323301328710745,0.7784307390872751,0.9758699156343937,0.26316780917695726,0.4754630812369077,0.9074041217565536,0.5716090397175924,0.3537313430570066,0.9850647355119387,0.5828025322106077,0.7595505064117717,0.27164718561495343,0.23685673222644255,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_RMU_paper_sc5_a1_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_SatImp_paper_b10_1_a0p1_g0p1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,SatImp,paper_b10_1_a0p1_g0p1_lr5em6_e3,1,0.05938596709071206,0.0593062323603738,0.03097258027545543,0.7187173074480084,0.6960655652561238,0.891170516252753,0.9914360150694848,0.25871648330939934,0.4567343735131507,0.9553699240088462,0.5502273658359185,0.36420328593812884,0.9877979551752408,0.5373629040249085,0.7687515661599907,0.24965300783126926,0.22876148317785314,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_SatImp_paper_b10_1_a0p1_g0p1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_SatImp_paper_b5_1_a0p1_g0p1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,SatImp,paper_b5_1_a0p1_g0p1_lr5em6_e3,2,0.05659814508614878,0.05653252389831858,0.0294513934325707,0.7232769333959119,0.7024375043488754,0.891170516252753,0.9918989785015583,0.25804621236457026,0.4563152671151222,0.9545415014028549,0.5460499460334987,0.36440321896225214,0.9877719899018605,0.5450039763598663,0.7688992749885479,0.2496422001820368,0.22862838306464256,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_SatImp_paper_b5_1_a0p1_g0p1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_SatImp_paper_b5_1_a0p5_g0p1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,SatImp,paper_b5_1_a0p5_g0p1_lr5em6_e3,3,0.05310309831395253,0.05303616462663636,0.027568881703558774,0.719525311771336,0.6957311558143499,0.891170516252753,0.9924671605229378,0.2506893843790749,0.44928182152183166,0.9558490574359894,0.5280093937495253,0.36193784582428634,0.987201705078284,0.5371407575034408,0.7723547077737948,0.24148126433913905,0.22528190018686775,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_SatImp_paper_b5_1_a0p5_g0p1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_SatImp_paper_b5_1_a1_g0p1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,SatImp,paper_b5_1_a1_g0p1_lr5em6_e3,4,0.05170691228594626,0.051638996118077714,0.026821439098397997,0.7163627164462812,0.6911744978373796,0.9030455162527531,0.9926291972398757,0.250938875504653,0.44899738217093327,0.9559683449566364,0.5481439120090436,0.36226699203252793,0.9870955295860767,0.5317587298089133,0.7726796806008518,0.24149224780267103,0.22495129234545555,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_SatImp_paper_b5_1_a1_g0p1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_SimNPO_paper_b4p5_g0p25_a1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,SimNPO,paper_b4p5_g0p25_a1_lr5em6_e3,1,0.12028398446218977,0.11995535534867278,0.06562327346585062,0.7200350126056032,0.6971684989891825,0.8051327766330626,0.9810076527297497,0.25193936347204726,0.45435965372047865,0.9377345375716686,0.5355302756454072,0.36184231862425803,0.9873225040733814,0.5388202000183887,0.7705839652920604,0.24597090741929908,0.22701040751223142,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_SimNPO_paper_b4p5_g0p25_a1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_SimNPO_paper_b1_g0p125_a1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,SimNPO,paper_b1_g0p125_a1_lr5em6_e3,2,0.08341777555690458,0.08326088791523845,0.04426895159746376,0.7212354319203302,0.6984766997488624,0.8472217441110462,0.9876017674803734,0.2510936278034933,0.4503710777330644,0.9457813560962677,0.5364762740914056,0.36265856265090407,0.9870642013847828,0.5404620588761918,0.7715123960479403,0.24366221853997558,0.22596480874344707,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_SimNPO_paper_b1_g0p125_a1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_SimNPO_paper_b2_g0p125_a1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,SimNPO,paper_b2_g0p125_a1_lr5em6_e3,3,0.06924840789755524,0.0692868877631362,0.036376941432349354,0.7186031285299764,0.7269825841557881,0.9006197185498159,0.9896383121609688,0.07388386684469879,0.5667726901301103,0.948320297896862,0.46628223178516787,0.07062467434443534,0.981855389050075,0.5771613936627229,0.7024106663229626,0.2764126359975697,0.2882883408206648,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_SimNPO_paper_b2_g0p125_a1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_SimNPO_paper_b8_g0p125_a1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,SimNPO,paper_b8_g0p125_a1_lr5em6_e3,4,0.06308960057758414,0.06299599291806607,0.03299076768579446,0.7197169038387397,0.696116769347411,0.8704277626295648,0.9909398861229419,0.25101600810594393,0.45034063059520746,0.9501648761332036,0.5273727387378703,0.36336673754267396,0.9871853123108546,0.5376054588199014,0.7720669849870215,0.24312780800585945,0.2255569287847417,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_SimNPO_paper_b8_g0p125_a1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_SimNPO_paper_b4p5_g0p125_a1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,SimNPO,paper_b4p5_g0p125_a1_lr5em6_e3,5,0.06277842621218546,0.06280484295584633,0.03282843801574528,0.7159817968028032,0.7229175957571589,0.9006197185498159,0.9907746762037277,0.07431419773492962,0.5662847301108791,0.9495594680309296,0.47062379117606945,0.07064477559179068,0.9818217158317566,0.5720652973690743,0.7025019416684064,0.2757354934666572,0.2881916772540925,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_SimNPO_paper_b4p5_g0p125_a1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_SimNPO_paper_b4p5_g0p0625_a1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,SimNPO,paper_b4p5_g0p0625_a1_lr5em6_e3,6,0.04867250756202753,0.048688583055495116,0.02519060999887577,0.7175520760711607,0.7246061317283023,0.9205801928581163,0.992997995018959,0.0731011183001101,0.5657660988051901,0.9533137291669845,0.46356160445927747,0.0701682205311954,0.9819508778197424,0.5741387392933843,0.7038481240242748,0.2731719088832116,0.28692794499386637,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_SimNPO_paper_b4p5_g0p0625_a1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_SimNPO_pcgrad_paper_b4p5_g0p125_a1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,SimNPO_pcgrad,paper_b4p5_g0p125_a1_lr5em6_e3,1,0.07344653010610246,0.07332357022624499,0.03869572429320662,0.7204373660604855,0.697491027620351,0.849073595962898,0.9893147297203541,0.25209197724761906,0.4508538378835499,0.9480613052845002,0.5232583808735125,0.36338172419928016,0.9871827649573485,0.5392472948140014,0.7711784387098153,0.24377154371468351,0.2264263707290714,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_SimNPO_pcgrad_paper_b4p5_g0p125_a1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_SimNPO_pcgrad_paper_b2_g0p125_a1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,SimNPO_pcgrad,paper_b2_g0p125_a1_lr5em6_e3,2,0.06806991126568544,0.06810744664144655,0.035726596072250955,0.7188011612307627,0.7272660856748643,0.9006197185498159,0.9898487493395806,0.0749568632338196,0.5667225124859042,0.9487986013293266,0.47530763620530914,0.07094464278779924,0.9817425764032772,0.5775578937944896,0.7024490226673525,0.2771283362301931,0.2881758904051302,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_SimNPO_pcgrad_paper_b2_g0p125_a1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_SimNPO_sago_paper_b2_g0p125_a1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,SimNPO_sago,paper_b2_g0p125_a1_lr5em6_e3,1,0.06275075348625482,0.06266396854910826,0.03279790228005827,0.7233940718149112,0.7010101210427129,0.891170516252753,0.9908791981637478,0.2480356133688474,0.44475276523112817,0.9571872018277645,0.5294696695848011,0.3606132852844894,0.9870305880904198,0.5435119269077954,0.7727429762629789,0.23792837355285884,0.22482516947978487,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_SimNPO_sago_paper_b2_g0p125_a1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_SimNPO_sago_paper_b4p5_g0p125_a1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,SimNPO_sago,paper_b4p5_g0p125_a1_lr5em6_e3,2,0.05901531020864351,0.05893923620778694,0.030762047461228133,0.723629956600927,0.7014277303680073,0.891170516252753,0.9915041975677014,0.24841093995200936,0.4462810919844076,0.9577412463724613,0.5334856536007851,0.36046696160919967,0.9870350487530232,0.5440128129613129,0.7725359742283994,0.23819462429188812,0.22501030490190413,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_SimNPO_sago_paper_b4p5_g0p125_a1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_UNDIAL_paper_b10_a0p1_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,UNDIAL,paper_b10_a0p1_g1_lr5em6_e3,1,0.17389300297115814,0.17322520952691073,0.09911408336791158,0.708244487699141,0.6866810879616339,0.7748776065155499,0.9691165678203106,0.29668873058399187,0.5269272163947267,0.8929413922131062,0.5614209547762179,0.34628413296304644,0.9825536000231901,0.5277590692701828,0.7557064012419948,0.3047867215781783,0.2402641786572834,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_UNDIAL_paper_b10_a0p1_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_UNDIAL_paper_b20_a0_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,UNDIAL,paper_b20_a0_g1_lr5em6_e3,2,0.1665460199014256,0.16597933519802627,0.09466902572897039,0.6917658658031595,0.6726868796854356,0.7701267942386363,0.9706817097961903,0.3370882330927998,0.5624295954808416,0.8807879038155079,0.5715671280473912,0.3570189441088587,0.975414152443409,0.5133612679088222,0.733365834521413,0.3490015422459692,0.26010413135712346,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_UNDIAL_paper_b20_a0_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_UNDIAL_paper_b10_a0_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,UNDIAL,paper_b10_a0_g1_lr5em6_e3,3,0.15179587068861924,0.15158553639445183,0.08459217929865355,0.7384623422989666,0.7286255140234106,0.7784307390872751,0.9746911875903607,0.2638316843076609,0.4742707157981454,0.9087999682873488,0.5679071166406693,0.3551994792651385,0.9851023512581984,0.5781110973053571,0.7589549248984658,0.27197715419655044,0.23743772167557228,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_UNDIAL_paper_b10_a0_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_UNDIAL_paper_b5_a0_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,UNDIAL,paper_b5_a0_g1_lr5em6_e3,4,0.08990746546493088,0.08977971526867214,0.047917206557941135,0.7268690137819126,0.7105215272178063,0.8443866214195161,0.986434257030487,0.2799013926531188,0.4864806411018018,0.9355262130498886,0.55394000736106,0.3656525584869087,0.9851097092032433,0.5556424758318014,0.7619295506256623,0.27617440579924735,0.23460400000136966,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_UNDIAL_paper_b5_a0_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_WGA_paper_b0p5_a1_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,WGA,paper_b0p5_a1_g1_lr5em6_e3,1,0.1522848450562248,0.1517997854077796,0.08513588290595771,0.7207962337276047,0.6996330914649896,0.7753057390872751,0.9745870210230351,0.24996073697693647,0.45945573742477547,0.9110225796699524,0.5416822651033177,0.3504645221401006,0.9869682031373183,0.5418769668991686,0.7672108245265475,0.255583681697802,0.23007333900701876,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_WGA_paper_b0p5_a1_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_WGA_paper_b1_a1_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,WGA,paper_b1_a1_g1_lr5em6_e3,2,0.13491681416314016,0.1345418443727843,0.07442242332517846,0.7209084460816131,0.7000579250806733,0.7936219136534497,0.9781023830175399,0.25838681975728833,0.4698573766781764,0.923496925085783,0.5511908121118647,0.36209473558701577,0.9870937258005142,0.5423489301211321,0.7665715722100612,0.2572624262771569,0.23070306801237167,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_WGA_paper_b1_a1_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_WGA_paper_b2_a1_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,WGA,paper_b2_a1_g1_lr5em6_e3,3,0.11637272825761204,0.11607912940155438,0.06330567853817491,0.7195352674768589,0.6977126091255649,0.8344271196031064,0.9814480923116207,0.26016807575942946,0.4712848960516117,0.928589441627264,0.5538107616068142,0.363593821041286,0.9870089036722978,0.5395641719334132,0.7675492027271178,0.25707898269950724,0.2298320933400343,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_WGA_paper_b2_a1_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
mytofu_Llama-3.2-1B-Instruct_WGA_paper_b1_a0p5_g1_lr5em6_e3_from_full_e10,Llama-3.2-1B-Instruct,WGA,paper_b1_a0p5_g1_lr5em6_e3,4,0.10406660326762857,0.10418581535997831,0.056126388543737166,0.7135058133344061,0.7248792979528975,0.8495167806837202,0.9836586326360702,0.08871086165308953,0.5709497384582569,0.9205993711948395,0.45910858381720876,0.07658229130320252,0.9809519806078502,0.5748242570628984,0.6917969789894994,0.30298364744022754,0.29842619471850673,saves/unlearn_paper_tuned/mytofu_Llama-3.2-1B-Instruct_WGA_paper_b1_a0p5_g1_lr5em6_e3_from_full_e10/evals_final/MYTOFU_SUMMARY.json
